Marque,Modèle,Année,Type de carburant,Puissance fiscale,Kilométrage,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix
Honda,CR-V,2014,Diesel,8 CV,250 000 - 299 999,5,Oui,Excellent,Automatique,WW au Maroc,137 000 DH
Hyundai,Tucson,2022,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,
Peugeot,3008,2021,Diesel,8 CV,80 000 - 84 999,5,Non,Excellent,Automatique,WW au Maroc,248 000 DH
Audi,Q8,2025,Diesel,11 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Opel,Grandland,2022,Diesel,8 CV,85 000 - 89 999,5,Non,Excellent,Automatique,WW au Maroc,275 000 DH
Renault,Kangoo,2011,Diesel,6 CV,250 000 - 299 999,5,Non,Excellent,Manuelle,Importée neuve,
Renault,Express,2022,Diesel,6 CV,50 000 - 54 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Skoda,Karoq,2021,Diesel,6 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,Dédouanée,
Volkswagen,Passat,2004,Diesel,8 CV,250 000 - 299 999,5,Non,Bon,Manuelle,WW au Maroc,70 000 DH
DS,DS7,2019,Diesel,8 CV,95 000 - 99 999,5,Oui,Excellent,Automatique,WW au Maroc,271 000 DH
Renault,Clio,2019,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Golf 7,2019,Diesel,8 CV,140 000 - 149 999,5,Oui,Très bon,Automatique,Dédouanée,
Volkswagen,Touareg,2019,Diesel,12 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,WW au Maroc,
Peugeot,206,2010,Essence,6 CV,190 000 - 199 999,5,Non,Bon,Manuelle,WW au Maroc,58 000 DH
Volvo,XC40,2019,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,252 000 DH
Volkswagen,Golf 6,2012,Diesel,8 CV,190 000 - 199 999,5,,Excellent,Manuelle,Dédouanée,128 000 DH
Renault,Clio,2019,Diesel,6 CV,10 000 - 14 999,5,Non,Très bon,Manuelle,WW au Maroc,110 000 DH
Peugeot,206,2012,Diesel,6 CV,170 000 - 179 999,5,Non,Excellent,Manuelle,WW au Maroc,76 000 DH
Fiat,500,2014,Essence,8 CV,90 000 - 94 999,3,Non,Très bon,Automatique,WW au Maroc,145 000 DH
Ford,Focus,2018,Diesel,6 CV,110 000 - 119 999,5,Non,Bon,Manuelle,WW au Maroc,141 000 DH
Fiat,Doblo,2018,Essence,41 CV,130 000 - 139 999,5,Non,Très bon,Manuelle,WW au Maroc,
Porsche,Cayenne,2025,Hybride,12 CV,0 - 4 999,5,,Neuf,Automatique,Importée neuve,
Hyundai,Tucson,2022,Diesel,6 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,WW au Maroc,340 000 DH
Fiat,Freemont,2017,Diesel,8 CV,190 000 - 199 999,5,Non,Très bon,Automatique,WW au Maroc,154 000 DH
Dacia,Duster,2023,Diesel,6 CV,20 000 - 24 999,5,Oui,Excellent,Manuelle,WW au Maroc,220 000 DH
Renault,Kangoo,2012,Hybride,6 CV,0 - 4 999,,Oui,Très bon,Manuelle,WW au Maroc,87 000 DH
Dacia,Logan,2009,Diesel,6 CV,200 000 - 249 999,,Non,,Manuelle,,65 000 DH
Peugeot,508,2024,Diesel,7 CV,5 000 - 9 999,,,,Automatique,,330 000 DH
Mitsubishi,Canter,2019,Diesel,10 CV,90 000 - 94 999,3,Oui,Très bon,Manuelle,WW au Maroc,
Citroen,C15,1998,Diesel,7 CV,60 000 - 64 999,3,Non,Correct,Manuelle,Dédouanée,
Volkswagen,Coccinelle,2004,Essence,8 CV,190 000 - 199 999,3,Non,Très bon,Manuelle,WW au Maroc,59 000 DH
Land Rover,Range Rover Vogue,2006,Diesel,12 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Fox,2006,Essence,6 CV,200 000 - 249 999,3,Non,Très bon,Manuelle,WW au Maroc,40 000 DH
Renault,19,1993,Diesel,7 CV,30 000 - 34 999,5,Non,Bon,Manuelle,Dédouanée,38 000 DH
Audi,Q4 e-tron,2025,Electrique,8 CV,0 - 4 999,5,Oui,Excellent,Automatique,Importée neuve,
Dacia,Duster,2022,Diesel,6 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,WW au Maroc,199 000 DH
Opel,Mokka,2023,Diesel,6 CV,55 000 - 59 999,5,Non,Excellent,Manuelle,WW au Maroc,
Jaguar,XF,2019,Diesel,8 CV,130 000 - 139 999,5,Non,Très bon,Automatique,WW au Maroc,
Renault,Megane,2011,Diesel,6 CV,250 000 - 299 999,5,Non,Excellent,Manuelle,WW au Maroc,92 000 DH
Hyundai,Accent,2022,Diesel,6 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,178 000 DH
Nissan,Navara,2016,Diesel,10 CV,140 000 - 149 999,5,,Très bon,Manuelle,WW au Maroc,160 000 DH
Fiat,Palio,1999,Essence,6 CV,150 000 - 159 999,5,Non,Très bon,Manuelle,WW au Maroc,
Volkswagen,Tiguan,2021,Diesel,8 CV,150 000 - 159 999,5,,Excellent,Automatique,Dédouanée,430 000 DH
Citroen,C1,2009,Essence,6 CV,150 000 - 159 999,5,Non,Très bon,Manuelle,WW au Maroc,57 000 DH
Hyundai,Tucson,2022,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,
Nissan,Pathfinder,2012,Diesel,10 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,150 000 DH
Audi,Q5,2022,Diesel,8 CV,55 000 - 59 999,5,Oui,Excellent,Automatique,Dédouanée,
Toyota,Yaris,2005,Essence,6 CV,130 000 - 139 999,5,Non,Bon,Manuelle,,40 000 DH
Renault,Express,2023,Diesel,6 CV,60 000 - 64 999,5,Non,Bon,Manuelle,WW au Maroc,155 000 DH
Renault,Clio,2019,Diesel,6 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,160 000 DH
Audi,Q3,2021,Diesel,8 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,
Suzuki,Swift,2024,Essence,7 CV,20 000 - 24 999,5,Oui,Excellent,Automatique,WW au Maroc,162 000 DH
Peugeot,Partner,2008,Diesel,7 CV,15 000 - 19 999,5,Non,Bon,Manuelle,,53 000 DH
Peugeot,3008,2021,Diesel,8 CV,45 000 - 49 999,5,Non,Excellent,Automatique,WW au Maroc,305 000 DH
Dacia,Dokker,2021,Diesel,6 CV,140 000 - 149 999,5,Non,Bon,Manuelle,WW au Maroc,143 000 DH
Mercedes-Benz,190,1991,Diesel,8 CV,0 - 4 999,,,,Manuelle,,65 000 DH
Suzuki,Celerio,2011,Essence,6 CV,120 000 - 129 999,5,,Bon,Manuelle,WW au Maroc,51 000 DH
Alfa Romeo,Giulietta,2018,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,158 000 DH
Volkswagen,Golf 8,2022,Diesel,8 CV,65 000 - 69 999,5,,Excellent,Automatique,Dédouanée,
Fiat,Doblo,2019,Diesel,6 CV,140 000 - 149 999,5,,Excellent,Manuelle,WW au Maroc,95 000 DH
Renault,Megane,2020,Diesel,6 CV,120 000 - 129 999,5,Non,Très bon,Automatique,WW au Maroc,190 000 DH
Ssangyong,Rexton,2007,Diesel,11 CV,250 000 - 299 999,,,Bon,Automatique,,
Volkswagen,Tiguan,2021,Diesel,8 CV,15 000 - 19 999,5,,Excellent,Automatique,Dédouanée,430 000 DH
Peugeot,Boxer,2008,Diesel,7 CV,0 - 4 999,,,Bon,Manuelle,,104 000 DH
Audi,A6,2021,Diesel,8 CV,25 000 - 29 999,5,Oui,Excellent,Automatique,WW au Maroc,
Dacia,Logan,2022,Essence,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,132 000 DH
Porsche,Macan,2021,Essence,11 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,470 000 DH
Dacia,Sandero,2021,Diesel,6 CV,90 000 - 94 999,5,Non,Très bon,Manuelle,WW au Maroc,148 000 DH
Porsche,Cayenne,2013,Diesel,12 CV,250 000 - 299 999,5,Non,Très bon,Automatique,WW au Maroc,
Land Rover,Range Rover Evoque,2018,Diesel,6 CV,150 000 - 159 999,5,Non,Excellent,Automatique,Dédouanée,250 000 DH
Ford,Focus,2017,Diesel,6 CV,140 000 - 149 999,5,Non,Très bon,Manuelle,WW au Maroc,165 000 DH
Fiat,Fiorino,2021,Diesel,5 CV,10 000 - 14 999,5,,Excellent,Manuelle,Dédouanée,120 000 DH
Nissan,Murano,2007,Essence,20 CV,170 000 - 179 999,5,Non,Bon,Automatique,Dédouanée,40 000 DH
Mercedes-Benz,190,1992,Diesel,8 CV,Plus de 500 000,5,Non,Très bon,Manuelle,Dédouanée,60 000 DH
Opel,Corsa,2023,Diesel,6 CV,30 000 - 34 999,5,Oui,Excellent,Manuelle,WW au Maroc,170 000 DH
Volkswagen,T-Roc,2023,Diesel,8 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,320 000 DH
Ford,Ka,2012,Essence,6 CV,90 000 - 94 999,3,Oui,Excellent,Manuelle,WW au Maroc,68 000 DH
Opel,Mokka,2022,Essence,7 CV,35 000 - 39 999,5,Non,Très bon,Automatique,WW au Maroc,235 000 DH
Mercedes-Benz,240,1981,Diesel,10 CV,250 000 - 299 999,5,Non,Bon,Manuelle,Dédouanée,25 000 DH
Fiat,500,2021,Essence,6 CV,35 000 - 39 999,3,Non,Très bon,Automatique,WW au Maroc,138 000 DH
Opel,Astra,2019,Diesel,6 CV,100 000 - 109 999,5,Non,Excellent,Manuelle,WW au Maroc,
,,,,,,,,,,,
Volkswagen,Polo,2013,Essence,7 CV,130 000 - 139 999,5,Non,Neuf,Manuelle,WW au Maroc,95 000 DH
Volkswagen,Bora,2000,Diesel,8 CV,0 - 4 999,5,Non,Bon,Manuelle,WW au Maroc,55 000 DH
Volkswagen,Touareg,2015,Diesel,11 CV,140 000 - 149 999,5,Oui,Bon,Automatique,WW au Maroc,169 000 DH
Ford,Focus,2008,Diesel,7 CV,250 000 - 299 999,5,Non,Bon,Manuelle,WW au Maroc,80 000 DH
Volkswagen,Tiguan,2011,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,Dédouanée,168 000 DH
Ford,Fusion,2019,Diesel,8 CV,95 000 - 99 999,5,Oui,Très bon,Automatique,WW au Maroc,220 000 DH
Ford,Fiesta,2018,Diesel,6 CV,140 000 - 149 999,5,,Excellent,Manuelle,WW au Maroc,
BMW,Série 5,2020,Diesel,8 CV,90 000 - 94 999,5,Non,Excellent,Automatique,WW au Maroc,390 000 DH
Toyota,Prado,2008,Diesel,12 CV,Plus de 500 000,5,Oui,Excellent,Manuelle,WW au Maroc,
Mercedes-Benz,Classe C,2014,Diesel,9 CV,180 000 - 189 999,,Non,Très bon,Automatique,WW au Maroc,245 000 DH
Citroen,Saxo,2003,Diesel,6 CV,300 000 - 349 999,5,Oui,Bon,Manuelle,Dédouanée,
Peugeot,407,2008,Diesel,8 CV,190 000 - 199 999,5,Non,Très bon,Manuelle,WW au Maroc,82 000 DH
Renault,Kangoo,2013,Diesel,6 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,97 000 DH
Land Rover,Range Rover Sport,2014,Diesel,12 CV,200 000 - 249 999,5,Non,Excellent,Automatique,WW au Maroc,290 000 DH
Dacia,Dokker,2021,Diesel,6 CV,130 000 - 139 999,3,Oui,Très bon,Manuelle,WW au Maroc,
Land Rover,Range Rover Evoque,2017,Diesel,8 CV,100 000 - 109 999,5,Oui,Très bon,Automatique,WW au Maroc,
Toyota,Corolla Cross,2025,Hybride,10 CV,0 - 4 999,5,,Neuf,Automatique,WW au Maroc,385 000 DH
Mercedes-Benz,Classe A,2019,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,Dédouanée,
Peugeot,Tepee,2016,Diesel,5 CV,180 000 - 189 999,5,Non,Bon,Manuelle,WW au Maroc,
Porsche,Cayenne,2022,Diesel,17 CV,20 000 - 24 999,5,Oui,Neuf,Automatique,Importée neuve,
Opel,Adam,2017,Essence,7 CV,90 000 - 94 999,,,,Manuelle,,82 000 DH
Fiat,Grande Punto,2014,Diesel,5 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,85 000 DH
Peugeot,205,1987,Essence,6 CV,Plus de 500 000,,Non,,Manuelle,WW au Maroc,14 500 DH
Land Rover,Range Rover,2017,Diesel,8 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mini,Cooper,2008,Essence,9 CV,150 000 - 159 999,3,Non,Bon,Manuelle,WW au Maroc,80 000 DH
Nissan,Qashqai,2014,Diesel,6 CV,180 000 - 189 999,5,,Excellent,Automatique,Dédouanée,183 000 DH
Peugeot,508,2016,Diesel,6 CV,190 000 - 199 999,,Non,Très bon,Manuelle,,133 000 DH
Renault,Megane,2006,Diesel,6 CV,20 000 - 24 999,5,Non,Bon,Manuelle,WW au Maroc,63 000 DH
Land Rover,Range Rover Evoque,2016,Diesel,8 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,
Nissan,Pathfinder,2008,Diesel,10 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,Dédouanée,81 000 DH
Nissan,Qashqai,2017,Diesel,6 CV,160 000 - 169 999,5,Oui,Très bon,Manuelle,WW au Maroc,170 000 DH
Citroen,C3,2018,Diesel,6 CV,190 000 - 199 999,5,Oui,Excellent,Manuelle,WW au Maroc,106 000 DH
Mercedes-Benz,Classe ML,2005,Diesel,11 CV,250 000 - 299 999,5,Non,Très bon,Automatique,Dédouanée,75 000 DH
Renault,Kadjar,2019,Diesel,6 CV,120 000 - 129 999,5,Non,Très bon,Automatique,WW au Maroc,195 000 DH
Toyota,Corolla,2019,Hybride,10 CV,85 000 - 89 999,,Non,Neuf,Automatique,WW au Maroc,193 000 DH
Peugeot,2008,2016,Diesel,6 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,138 000 DH
Mercedes-Benz,220,2015,Diesel,9 CV,170 000 - 179 999,,,,Automatique,,250 000 DH
Fiat,Freemont,2013,Diesel,8 CV,140 000 - 149 999,5,Non,Très bon,Manuelle,WW au Maroc,117 000 DH
Dacia,Logan,2022,Diesel,6 CV,110 000 - 119 999,5,Non,Très bon,Manuelle,WW au Maroc,145 000 DH
Peugeot,Boxer,2022,Diesel,9 CV,50 000 - 54 999,5,Oui,Excellent,Manuelle,WW au Maroc,230 000 DH
Citroen,C3,2020,Diesel,6 CV,100 000 - 109 999,5,Non,Excellent,Manuelle,Dédouanée,118 000 DH
Mercedes-Benz,Classe CLA,2025,Diesel,8 CV,0 - 4 999,5,Oui,Excellent,Automatique,Importée neuve,
Renault,Clio,2023,Diesel,6 CV,10 000 - 14 999,5,Oui,Excellent,Manuelle,WW au Maroc,170 000 DH
Renault,Kadjar,2016,Diesel,6 CV,130 000 - 139 999,5,Non,Excellent,Manuelle,WW au Maroc,160 000 DH
Porsche,Macan,2019,Essence,11 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,Importée neuve,600 000 DH
Opel,Zafira,2005,Diesel,8 CV,30 000 - 34 999,5,Non,Excellent,Manuelle,Dédouanée,74 000 DH
Hyundai,i10,2015,Essence,6 CV,85 000 - 89 999,,,Excellent,Manuelle,,82 000 DH
Mini,Cooper,2025,Essence,7 CV,0 - 4 999,3,Oui,Neuf,Automatique,WW au Maroc,315 000 DH
Toyota,Hilux,1998,Diesel,10 CV,300 000 - 349 999,5,Non,Bon,Manuelle,,95 000 DH
Renault,Kangoo,2015,Diesel,6 CV,190 000 - 199 999,5,Oui,Très bon,Manuelle,WW au Maroc,98 000 DH
Dacia,Duster,2022,Diesel,6 CV,95 000 - 99 999,5,Oui,Très bon,Manuelle,Dédouanée,175 000 DH
Toyota,Yaris,2008,Essence,6 CV,200 000 - 249 999,5,Non,Bon,Manuelle,WW au Maroc,68 000 DH
Mercedes-Benz,Classe GLC,2025,Essence,Plus de 41 CV,5 000 - 9 999,5,Oui,Neuf,Automatique,Importée neuve,
Renault,Kangoo,2012,Diesel,6 CV,200 000 - 249 999,5,Non,Bon,Manuelle,WW au Maroc,
Citroen,Xsara,2004,Diesel,7 CV,200 000 - 249 999,5,Non,Bon,Manuelle,WW au Maroc,42 000 DH
Volkswagen,Touareg,2018,Diesel,12 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Tiguan,2021,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,Dédouanée,450 000 DH
Ford,Focus,2019,Diesel,6 CV,160 000 - 169 999,5,Oui,Excellent,Manuelle,WW au Maroc,159 000 DH
Mercedes-Benz,Classe C,2018,Diesel,8 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,Dédouanée,
Peugeot,309,1987,Diesel,7 CV,30 000 - 34 999,5,Non,Bon,Manuelle,Dédouanée,24 000 DH
Ssangyong,Kyron,2010,Diesel,8 CV,170 000 - 179 999,5,Non,Très bon,Automatique,WW au Maroc,65 000 DH
Renault,Clio,2019,Diesel,6 CV,90 000 - 94 999,,,,Manuelle,,120 000 DH
Dacia,Dokker,2021,Diesel,6 CV,70 000 - 74 999,3,Oui,Excellent,Manuelle,WW au Maroc,113 000 DH
BMW,Série 1,2012,Diesel,8 CV,190 000 - 199 999,5,Non,Excellent,Automatique,WW au Maroc,145 000 DH
Volkswagen,Touareg,2021,Diesel,12 CV,140 000 - 149 999,,,,Automatique,,365 000 DH
Renault,Megane,2019,Diesel,6 CV,120 000 - 129 999,,,Très bon,Automatique,,175 000 DH
Renault,Megane,2005,Diesel,6 CV,25 000 - 29 999,5,Non,Bon,Manuelle,,66 000 DH
Toyota,Auris,2018,Hybride,5 CV,75 000 - 79 999,5,,Excellent,Automatique,Pas encore dédouanée,
Kia,Picanto,2020,Essence,6 CV,40 000 - 44 999,3,Oui,Excellent,Manuelle,WW au Maroc,
Volkswagen,Touareg,2019,Diesel,12 CV,130 000 - 139 999,,,Excellent,Manuelle,,98 000 DH
Citroen,C3,2021,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,145 000 DH
Renault,Clio,2021,Diesel,6 CV,95 000 - 99 999,5,Non,Excellent,Manuelle,WW au Maroc,139 000 DH
Dacia,Logan,2021,Diesel,6 CV,50 000 - 54 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Dacia,Dokker,2018,Diesel,6 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,118 000 DH
Mercedes-Benz,Classe GLC,2025,Diesel,8 CV,0 - 4 999,,Oui,Neuf,Automatique,Importée neuve,
Audi,Q5,2014,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,WW au Maroc,178 000 DH
GMC,Yukon,2024,Essence,23 CV,0 - 4 999,3,Oui,Neuf,Automatique,Importée neuve,1 650 000 DH
Volvo,S90,2019,Diesel,8 CV,55 000 - 59 999,5,Non,Excellent,Automatique,WW au Maroc,
Volkswagen,Golf 4,1999,Essence,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,Importée neuve,53 000 DH
Volkswagen,Touareg,2023,Diesel,12 CV,55 000 - 59 999,5,Oui,Neuf,Automatique,WW au Maroc,
Land Rover,Range Rover Vogue,2013,Diesel,20 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,240 000 DH
Land Rover,Range Rover Sport,2019,Diesel,12 CV,85 000 - 89 999,3,Oui,Excellent,Automatique,Importée neuve,
Renault,Clio,2024,Diesel,6 CV,0 - 4 999,5,Oui,Excellent,Manuelle,WW au Maroc,180 000 DH
Porsche,Cayenne,2020,Essence,17 CV,90 000 - 94 999,5,,Très bon,Automatique,Importée neuve,
Mercedes-Benz,220,2011,Diesel,9 CV,10 000 - 14 999,,,Très bon,Automatique,Dédouanée,165 000 DH
Volkswagen,Golf 5,2004,Diesel,8 CV,15 000 - 19 999,5,Non,Très bon,Manuelle,Dédouanée,85 000 DH
Fiat,Fullback,2018,Diesel,10 CV,15 000 - 19 999,5,Non,Très bon,Manuelle,WW au Maroc,160 000 DH
Land Rover,Range Rover Sport,2019,Diesel,12 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,450 000 DH
BMW,X5,2009,Diesel,12 CV,190 000 - 199 999,5,Non,Bon,Automatique,WW au Maroc,130 000 DH
Volkswagen,Golf 7,2016,Diesel,8 CV,190 000 - 199 999,5,Non,Très bon,Manuelle,Dédouanée,188 000 DH
Land Rover,Discovery Sport,2019,Diesel,8 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,
Dodge,Avenger,2021,Essence,6 CV,30 000 - 34 999,3,Non,Excellent,Manuelle,Pas encore dédouanée,
Chevrolet,Spark,2008,Essence,5 CV,20 000 - 24 999,3,,Bon,Manuelle,,28 000 DH
BMW,Série 1,2024,Diesel,7 CV,30 000 - 34 999,5,Oui,Neuf,Automatique,WW au Maroc,335 000 DH
Land Rover,Range Rover Evoque,2022,Essence,11 CV,55 000 - 59 999,5,Oui,Neuf,Automatique,WW au Maroc,400 000 DH
Volkswagen,Sharan,2014,Diesel,8 CV,250 000 - 299 999,,,Excellent,Automatique,Dédouanée,185 000 DH
Peugeot,208,2019,Diesel,6 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,
Suzuki,Alto,2008,Essence,5 CV,10 000 - 14 999,,,Excellent,Manuelle,,27 000 DH
DS,DS4,2016,Diesel,6 CV,140 000 - 149 999,5,Oui,Très bon,Automatique,Dédouanée,
Fiat,Fullback,2020,Diesel,10 CV,5 000 - 9 999,5,Non,Très bon,Manuelle,WW au Maroc,
Peugeot,205,1985,Diesel,7 CV,5 000 - 9 999,5,Non,Bon,Manuelle,Dédouanée,
Toyota,Prado,2007,Diesel,12 CV,250 000 - 299 999,5,Non,Très bon,Automatique,WW au Maroc,165 000 DH
BMW,Série 3,2019,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,
Renault,Super 5,1995,Essence,5 CV,0 - 4 999,3,Non,Bon,Manuelle,,
Hyundai,Accent,2021,Diesel,7 CV,65 000 - 69 999,5,Oui,Excellent,Manuelle,WW au Maroc,145 000 DH
Peugeot,508,2016,Diesel,6 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,
Volkswagen,Touareg,2010,Diesel,11 CV,200 000 - 249 999,5,Non,Très bon,Automatique,WW au Maroc,88 000 DH
Citroen,Berlingo,2011,Diesel,6 CV,300 000 - 349 999,5,Non,Excellent,Manuelle,WW au Maroc,105 000 DH
Audi,Q5,2021,Diesel,8 CV,95 000 - 99 999,5,Non,Très bon,Automatique,WW au Maroc,
Mercedes-Benz,220,1999,Diesel,9 CV,130 000 - 139 999,5,Oui,Excellent,Manuelle,WW au Maroc,48 000 DH
BMW,Série 4,2016,Diesel,8 CV,80 000 - 84 999,5,Oui,Neuf,Automatique,WW au Maroc,
Hyundai,i30,2013,Diesel,6 CV,180 000 - 189 999,,Non,Très bon,Manuelle,WW au Maroc,107 000 DH
Mercedes-Benz,220,2001,Diesel,9 CV,250 000 - 299 999,,Non,Excellent,Automatique,Dédouanée,67 000 DH
Toyota,Yaris,2016,Essence,6 CV,90 000 - 94 999,5,Non,Excellent,Manuelle,WW au Maroc,93 000 DH
Citroen,C4,2006,Diesel,6 CV,250 000 - 299 999,5,Non,Excellent,Manuelle,WW au Maroc,62 000 DH
Audi,Q7,2018,Diesel,12 CV,120 000 - 129 999,,,Excellent,Automatique,,385 000 DH
Ford,C-Max,2016,Diesel,6 CV,150 000 - 159 999,5,Oui,Neuf,Manuelle,Dédouanée,163 000 DH
Honda,Boss,2006,Essence,13 CV,200 000 - 249 999,5,Non,Très bon,Automatique,WW au Maroc,59 000 DH
Dacia,Duster,2022,Diesel,6 CV,55 000 - 59 999,5,Oui,Excellent,Automatique,WW au Maroc,210 000 DH
Dacia,Logan,2021,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Manuelle,WW au Maroc,130 000 DH
Peugeot,2008,2022,Diesel,6 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,WW au Maroc,
Toyota,RAV 4,2010,Diesel,8 CV,200 000 - 249 999,5,Oui,Neuf,Manuelle,Dédouanée,127 000 DH
Mercedes-Benz,220,2025,Diesel,9 CV,0 - 4 999,3,,Neuf,Automatique,Importée neuve,
Jeep,Grand Cherokee,2018,Diesel,12 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,
Volkswagen,Coccinelle,2018,Diesel,8 CV,60 000 - 64 999,5,Oui,Excellent,Automatique,WW au Maroc,
BMW,X3,2020,Diesel,8 CV,50 000 - 54 999,5,Oui,Très bon,Automatique,WW au Maroc,350 000 DH
Audi,A3,2017,Diesel,6 CV,160 000 - 169 999,5,Non,Excellent,Automatique,Dédouanée,
Mercedes-Benz,Classe E,2020,Diesel,8 CV,60 000 - 64 999,5,Oui,Neuf,Automatique,Importée neuve,
Mercedes-Benz,Classe C,2023,Diesel,8 CV,30 000 - 34 999,5,Oui,Excellent,Automatique,WW au Maroc,
Peugeot,2008,2025,Essence,6 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Volkswagen,Golf 4,2002,Diesel,8 CV,300 000 - 349 999,5,Non,Excellent,Manuelle,Dédouanée,77 000 DH
Porsche,Macan,2019,Essence,11 CV,80 000 - 84 999,5,Non,Très bon,Automatique,Importée neuve,550 000 DH
Hyundai,Tucson,2007,Diesel,8 CV,200 000 - 249 999,5,Oui,Bon,Manuelle,WW au Maroc,72 000 DH
Peugeot,3008,2022,Diesel,8 CV,45 000 - 49 999,5,Oui,Excellent,Automatique,WW au Maroc,290 000 DH
Renault,Captur,2013,Diesel,6 CV,200 000 - 249 999,5,Oui,Bon,Manuelle,WW au Maroc,110 000 DH
BMW,Série 2,2021,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,345 000 DH
Nissan,Navara,2014,Diesel,10 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,
Volkswagen,Touran,2014,Diesel,6 CV,190 000 - 199 999,5,,Excellent,Automatique,Dédouanée,
Peugeot,3008,2021,Diesel,8 CV,80 000 - 84 999,,Oui,,Automatique,WW au Maroc,310 000 DH
Volkswagen,Golf 2,1992,Diesel,6 CV,40 000 - 44 999,5,Oui,Bon,Manuelle,Dédouanée,32 000 DH
Abarth,595,2022,Essence,8 CV,15 000 - 19 999,3,,Excellent,Automatique,WW au Maroc,239 000 DH
Mercedes-Benz,220,2007,Diesel,8 CV,190 000 - 199 999,,,,Manuelle,Dédouanée,109 999 DH
Peugeot,2008,2016,Diesel,6 CV,200 000 - 249 999,,,Excellent,Manuelle,WW au Maroc,108 000 DH
Hyundai,Accent,2018,Diesel,6 CV,95 000 - 99 999,5,Oui,Très bon,Manuelle,WW au Maroc,133 000 DH
Ford,Focus,2002,Diesel,7 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,59 000 DH
Bentley,Bentayga,2024,Hybride,17 CV,15 000 - 19 999,5,Oui,Excellent,Automatique,Importée neuve,
Volkswagen,T-Roc,2019,Diesel,8 CV,160 000 - 169 999,3,Oui,Excellent,Automatique,Dédouanée,270 000 DH
Audi,Q5,2018,Diesel,33 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,362 000 DH
Mercedes-Benz,Classe GLC,2020,Diesel,9 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,WW au Maroc,335 000 DH
